球员编号,姓名(英文),场上位置(大类),场上位置(细分),惯用脚,身高_cm,国籍(国际),出生日期,转会时年龄,国籍(转会源),位置(转会源)
327251,Ridle Baku,Defender,Right-Back,right,176.0,Germany,1998-04-08 00:00:00,22.0,Germany,RM
285323,Baptiste Santamaria,Midfield,Defensive Midfield,right,183.0,France,1995-03-09 00:00:00,25.0,France,DM
335457,Ermedin Demirovic,Attack,Centre-Forward,right,185.0,Bosnia-Herzegovina,1998-03-25 00:00:00,22.0,Bosnia-Herzegovina,CF
68033,Steven Zuber,Attack,Left Winger,right,182.0,Switzerland,1991-08-17 00:00:00,28.0,Switzerland,LM
198008,Andre Silva,Attack,Centre-Forward,right,186.0,Portugal,1995-11-06 00:00:00,24.0,Portugal,CF
93763,Alexander Schwolow,Goalkeeper,Goalkeeper,right,190.0,Germany,1992-06-02 00:00:00,28.0,Germany,GK
232418,Ondrej Duda,Midfield,Central Midfield,right,180.0,Slovakia,1994-12-05 00:00:00,25.0,Slovakia,AM
147573,Sebastian Andersson,Attack,Centre-Forward,right,190.0,Sweden,1991-07-15 00:00:00,29.0,Sweden,CF
278343,Felix Uduokhai,Defender,Centre-Back,left,193.0,Germany,1997-09-09 00:00:00,22.0,Germany,CB
257814,Gregor Kobel,Goalkeeper,Goalkeeper,right,196.0,Switzerland,1997-12-06 00:00:00,22.0,Switzerland,GK
315131,Timothy Fosu-Mensah,Defender,Right-Back,right,185.0,Netherlands,1998-01-02 00:00:00,23.0,Netherlands,RB
538977,Georginio Rutter,Attack,Centre-Forward,left,182.0,France,2002-04-20 00:00:00,18.0,France,CF
344695,Dayot Upamecano,Defender,Centre-Back,right,186.0,France,1998-10-27 00:00:00,22.0,France,CB
106987,Marcel Sabitzer,Midfield,Central Midfield,right,178.0,Austria,1994-03-17 00:00:00,27.0,Austria,CM
277179,Angelino,Defender,Left-Back,left,171.0,Spain,1997-01-04 00:00:00,24.0,Spain,LB
202591,Benjamin Henrichs,Defender,Right-Back,right,185.0,Germany,1997-02-23 00:00:00,24.0,Germany,RB
666234,Mohamed Simakan,Defender,Centre-Back,right,187.0,France,2000-05-03 00:00:00,21.0,France,CB
338629,Sebastiaan Bornauw,Defender,Centre-Back,right,191.0,Belgium,1999-03-22 00:00:00,22.0,Belgium,CB
314288,Lukas Nmecha,Attack,Centre-Forward,right,185.0,Germany,1998-12-14 00:00:00,22.0,Germany,CF
40034,Jens Grahl,Goalkeeper,Goalkeeper,right,192.0,Germany,1988-09-22 00:00:00,32.0,Germany,GK
361065,Mitchel Bakker,Midfield,Left Midfield,left,189.0,Netherlands,2000-06-20 00:00:00,21.0,Netherlands,LB
159088,Robert Andrich,Midfield,Defensive Midfield,right,187.0,Germany,1994-09-22 00:00:00,26.0,Germany,CM
295313,Taiwo Awoniyi,Attack,Centre-Forward,right,183.0,Nigeria,1997-08-12 00:00:00,23.0,Nigeria,CF
107775,Frederik Ronnow,Goalkeeper,Goalkeeper,right,188.0,Denmark,1992-08-04 00:00:00,28.0,Denmark,GK
321070,Hannes Wolf,Attack,Right Winger,left,179.0,Austria,1999-04-16 00:00:00,22.0,Austria,AM
524285,Luca Netz,Defender,Left-Back,left,184.0,Germany,2003-05-15 00:00:00,18.0,Germany,LB
284769,Florian Muller,Goalkeeper,Goalkeeper,left,190.0,Germany,1997-11-13 00:00:00,23.0,Germany,GK
569366,Enzo Millot,Midfield,Attacking Midfield,left,175.0,France,2002-07-17 00:00:00,19.0,France,CM
344069,Anton Stach,Midfield,Defensive Midfield,right,194.0,Germany,1998-11-15 00:00:00,22.0,Germany,DM
279009,Marco Richter,Midfield,Attacking Midfield,right,176.0,Germany,1997-11-24 00:00:00,23.0,Germany,RW
371142,Myziane Maolida,Attack,Left Winger,right,181.0,Comoros,1999-02-14 00:00:00,22.0,France,LW
153555,Sebastian Griesbeck,Defender,Centre-Back,right,188.0,Germany,1990-10-03 00:00:00,30.0,Germany,DM
20622,Arnold Mvuemba,Midfield,Defensive Midfield,right,172.0,DR Congo,1985-01-28 00:00:00,27.0,DR Congo,DM
24661,Milan Bisevac,Defender,Centre-Back,right,185.0,Serbia,1983-08-31 00:00:00,28.0,Serbia,CB
126659,Loris Nery,Defender,Right-Back,right,174.0,France,1991-02-05 00:00:00,21.0,France,RB
60570,Yohan Mollo,Attack,Right Winger,right,175.0,France,1989-07-18 00:00:00,22.0,France,RW
126530,Enzo Reale,Midfield,Central Midfield,right,175.0,France,1991-10-07 00:00:00,20.0,France,CM
77834,Marvin Martin,Midfield,Attacking Midfield,right,170.0,France,1988-01-10 00:00:00,24.0,France,AM
161869,Djibril Sidibe,Defender,Right-Back,right,183.0,France,1992-07-29 00:00:00,19.0,France,RB
22386,Daniel Congre,Defender,Centre-Back,right,185.0,France,1985-04-05 00:00:00,27.0,France,CB
52027,Thierry Doubai,Midfield,Defensive Midfield,right,179.0,Cote d'Ivoire,1988-07-01 00:00:00,24.0,Cote d'Ivoire,DM
29241,Thiago Silva,Defender,Centre-Back,right,181.0,Brazil,1984-09-22 00:00:00,27.0,Brazil,CB
50570,Ezequiel Lavezzi,Attack,Left Winger,right,173.0,Argentina,1985-05-03 00:00:00,27.0,Argentina,SS
3455,Zlatan Ibrahimovic,Attack,Centre-Forward,right,195.0,Sweden,1981-10-03 00:00:00,30.0,Sweden,CF
102558,Marco Verratti,Midfield,Central Midfield,right,165.0,Italy,1992-11-05 00:00:00,19.0,Italy,CM
60583,Jeremy Pied,Defender,Right-Back,right,173.0,France,1989-02-23 00:00:00,23.0,France,RB
137438,Sadio Diallo,Midfield,Central Midfield,right,182.0,Guinea,1990-12-28 00:00:00,21.0,Guinea,CM
24459,Eden Ben Basat,Attack,Centre-Forward,right,184.0,Israel,1986-09-08 00:00:00,26.0,Israel,CF
40014,Alaixys Romao,Midfield,Defensive Midfield,right,180.0,Togo,1984-01-18 00:00:00,29.0,Togo,DM
48280,Edinson Cavani,Attack,Centre-Forward,right,184.0,Uruguay,1987-02-14 00:00:00,26.0,Uruguay,CF
181767,Marquinhos,Defender,Centre-Back,right,183.0,Brazil,1994-05-14 00:00:00,19.0,Brazil,CB
130756,Giannelli Imbula,Midfield,Defensive Midfield,left,186.0,DR Congo,1992-09-12 00:00:00,20.0,DR Congo,DM
69101,Saber Khalifa,Attack,Centre-Forward,right,183.0,Tunisia,1986-10-14 00:00:00,26.0,Tunisia,CF
6803,Henri Bedimo,Defender,Left-Back,left,180.0,Cameroon,1984-06-04 00:00:00,29.0,Cameroon,LB
5457,Gael Danic,Attack,Left Winger,left,176.0,France,1981-11-19 00:00:00,31.0,France,attack
154171,Benjamin Corgnet,Midfield,Attacking Midfield,right,179.0,France,1987-04-06 00:00:00,26.0,France,AM
215652,Rafidine Abdullah,Midfield,Defensive Midfield,right,179.0,Comoros,1994-01-15 00:00:00,19.0,Comoros,DM
126692,Yassine Jebbour,Defender,Right-Back,right,180.0,Morocco,1991-08-24 00:00:00,22.0,Morocco,RB
18543,Victor Montano,Attack,Centre-Forward,right,180.0,Colombia,1984-05-01 00:00:00,29.0,Colombia,CF
56795,Cheikh M'Bengue,Defender,Left-Back,left,183.0,Senegal,1988-07-23 00:00:00,25.0,Senegal,LB
93678,Gaetan Charbonnier,Attack,Centre-Forward,right,188.0,France,1988-12-27 00:00:00,24.0,France,CF
39152,Radamel Falcao,Attack,Centre-Forward,right,177.0,Colombia,1986-02-10 00:00:00,27.0,Colombia,CF
5513,Jeremy Toulalan,Midfield,Defensive Midfield,right,183.0,France,1983-09-10 00:00:00,29.0,France,DM
147846,Nicolas Isimat-Mirin,Defender,Centre-Back,right,187.0,France,1991-11-15 00:00:00,21.0,France,CB
120091,Kassim Abdallah,Defender,Right-Back,right,185.0,Comoros,1987-04-09 00:00:00,26.0,Comoros,RB
39717,Diego Contento,Defender,Left-Back,left,177.0,Germany,1990-05-01 00:00:00,24.0,Germany,LB
189940,Florian Raspentino,Attack,Centre-Forward,right,179.0,France,1989-06-06 00:00:00,25.0,France,CF
28335,Christophe Jallet,Defender,Right-Back,right,178.0,France,1983-10-31 00:00:00,30.0,France,RB
98334,Romain Alessandrini,Attack,Right Winger,left,173.0,France,1989-04-03 00:00:00,25.0,France,RW
98351,Kevin Berigaud,Attack,Centre-Forward,right,176.0,France,1988-05-09 00:00:00,26.0,France,CF
43458,Clement Chantome,Midfield,Defensive Midfield,right,180.0,France,1987-09-11 00:00:00,27.0,France,DM
278553,Dimitri Cavare,Defender,Centre-Back,right,184.0,Guadeloupe,1995-02-05 00:00:00,19.0,Guadeloupe,RB
126710,Layvin Kurzawa,Defender,Left-Back,left,182.0,France,1992-09-04 00:00:00,22.0,France,LB
61892,Rafael,Defender,Right-Back,right,172.0,Brazil,1990-07-09 00:00:00,25.0,Brazil,RB
70209,Adama Traore,Defender,Left-Back,left,170.0,Cote d'Ivoire,1990-02-03 00:00:00,20.0,Mali,CM
20463,Corentin Jean,Attack,Centre-Forward,right,170.0,France,1995-07-15 00:00:00,19.0,France,CF
190333,Fares Bahlouli,Midfield,Attacking Midfield,right,182.0,France,1995-04-08 00:00:00,20.0,France,AM
81460,Nolan Roux,Attack,Centre-Forward,right,182.0,France,1988-03-01 00:00:00,27.0,France,CF
217115,Neal Maupay,Attack,Centre-Forward,right,171.0,France,1996-08-14 00:00:00,18.0,France,CF
111482,Eric Bautheac,Attack,Right Winger,left,168.0,France,1987-08-24 00:00:00,27.0,France,RW
157500,Lenny Nangis,Attack,Left Winger,right,172.0,Guadeloupe,1994-03-24 00:00:00,21.0,Guadeloupe,LW
187847,Yassine Benzia,Midfield,Attacking Midfield,right,178.0,Algeria,1994-09-08 00:00:00,20.0,Algeria,AM
160080,Yacouba Sylla,Midfield,Defensive Midfield,right,184.0,Mali,1990-11-29 00:00:00,24.0,Mali,DM
118303,Mehdi Zeffane,Defender,Right-Back,right,176.0,Algeria,1992-05-19 00:00:00,23.0,Algeria,RB
149551,Jonathan Delaplace,Midfield,Central Midfield,right,168.0,France,1986-03-20 00:00:00,29.0,France,CM
178540,Chaker Alhadhur,Defender,Left-Back,right,172.0,Comoros,1991-12-04 00:00:00,23.0,Comoros,LB
190780,Emiliano Sala,Attack,Centre-Forward,right,187.0,Argentina,1990-10-31 00:00:00,24.0,Argentina,CF
12149,Lorik Cana,Midfield,Defensive Midfield,right,186.0,Albania,1983-07-27 00:00:00,32.0,Albania,DM
59957,Benjamin Moukandjo,Attack,Centre-Forward,right,180.0,Cameroon,1988-11-12 00:00:00,26.0,Cameroon,CF
206912,Jimmy Cabot,Midfield,Right Midfield,right,164.0,France,1994-04-18 00:00:00,21.0,France,RM
134936,Jese,Attack,Left Winger,right,178.0,,1993-02-26 00:00:00,23.0,Spain,CF
265569,Youssef Ait Bennasser,Midfield,Defensive Midfield,right,184.0,Morocco,1996-07-07 00:00:00,19.0,Morocco,CM
272631,Arnaud Lusamba,Midfield,Central Midfield,right,180.0,DR Congo,1997-01-04 00:00:00,19.0,France,CM
111058,Arnaud Souquet,Defender,Right-Back,right,179.0,France,1992-02-12 00:00:00,24.0,France,RB
43256,Paul Baysse,Defender,Centre-Back,right,185.0,France,1988-05-18 00:00:00,28.0,France,CB
76055,Ronny Rodelin,Attack,Right Winger,right,193.0,France,1989-11-18 00:00:00,26.0,France,RW
170495,Ismael Diomande,Midfield,Defensive Midfield,right,183.0,Cote d'Ivoire,1992-08-28 00:00:00,23.0,Cote d'Ivoire,DM
57449,Jamel Saihi,Midfield,Defensive Midfield,right,182.0,Tunisia,1987-01-27 00:00:00,29.0,Tunisia,DM
16993,Jeremy Menez,Attack,Centre-Forward,right,182.0,France,1987-05-07 00:00:00,29.0,France,RW
333802,Francois Kamano,Attack,Left Winger,right,175.0,Guinea,1996-05-02 00:00:00,20.0,Guinea,LW
135490,Lindsay Rose,Defender,Centre-Back,right,184.0,Mauritius,1992-02-08 00:00:00,24.0,Mauritius,CB
203517,Steven Moreira,Defender,Right-Back,right,178.0,Cape Verde,1994-08-13 00:00:00,22.0,France,RB
201737,Christopher Jullien,Defender,Centre-Back,right,196.0,Guadeloupe,1993-03-22 00:00:00,23.0,France,CB
36500,Ola Toivonen,Midfield,Attacking Midfield,right,189.0,Sweden,1986-07-03 00:00:00,30.0,Sweden,AM
170460,Jessy Pi,Midfield,Defensive Midfield,right,179.0,France,1993-09-24 00:00:00,22.0,France,DM
57358,Arnold Bouka Moutou,Defender,Left-Back,left,178.0,Congo,1988-11-28 00:00:00,27.0,Congo,LB
167850,Memphis Depay,Attack,Centre-Forward,right,178.0,Netherlands,1994-02-13 00:00:00,22.0,Netherlands,CF
55409,Younousse Sankhare,Midfield,Central Midfield,left,184.0,Senegal,1989-09-10 00:00:00,27.0,Senegal,CM
81386,Gregory Sertic,Midfield,Defensive Midfield,right,183.0,France,1989-08-05 00:00:00,27.0,France,DM
111026,Mathieu Peybernes,Defender,Centre-Back,right,187.0,France,1990-10-21 00:00:00,26.0,France,CB
291110,Enzo Crivelli,Attack,Centre-Forward,right,183.0,,1995-02-06 00:00:00,22.0,France,CF
187392,Thomas Toure,Attack,Left Winger,right,175.0,Cote d'Ivoire,1993-12-27 00:00:00,23.0,Cote d'Ivoire,LW
264567,Baptiste Guillaume,Attack,Centre-Forward,right,189.0,Belgium,1995-06-16 00:00:00,22.0,Belgium,CF
122116,Nicolas de Preville,Attack,Centre-Forward,right,182.0,France,1991-01-08 00:00:00,26.0,France,CF
135492,Youssouf Sabaly,Defender,Right-Back,right,173.0,Senegal,1993-03-05 00:00:00,24.0,Senegal,RB
290561,Alexandre Mendy,Attack,Centre-Forward,right,184.0,Guinea-Bissau,1994-03-20 00:00:00,23.0,Guinea-Bissau,CF
354352,Frederic Guilbert,Defender,Right-Back,right,178.0,France,1994-12-24 00:00:00,22.0,France,RB
171557,Baissama Sankoh,Midfield,Defensive Midfield,right,180.0,Guinea,1992-03-20 00:00:00,25.0,Guinea,DM
182916,Wesley Said,Attack,Second Striker,right,171.0,France,1995-04-19 00:00:00,22.0,France,LW
291140,Cedric Yambere,Defender,Centre-Back,right,191.0,Central African Republic,1990-11-06 00:00:00,26.0,Central African Republic,CB
336828,Pape Cheikh,Midfield,Central Midfield,right,180.0,Senegal,1997-08-08 00:00:00,20.0,Senegal,CM
60540,Valere Germain,Attack,Centre-Forward,right,181.0,France,1990-04-17 00:00:00,27.0,France,CF
23951,Steve Mandanda,Goalkeeper,Goalkeeper,right,187.0,France,1985-03-28 00:00:00,32.0,France,GK
238752,Keita Balde,Attack,Left Winger,both,178.0,Senegal,1995-03-08 00:00:00,22.0,Senegal,CF
76293,Giovanni Sio,Attack,Centre-Forward,left,180.0,Cote d'Ivoire,1989-03-31 00:00:00,28.0,Cote d'Ivoire,CF
139279,Nicolas Pallois,Defender,Centre-Back,left,189.0,France,1987-09-19 00:00:00,29.0,France,CB
68290,Neymar,Midfield,Attacking Midfield,right,175.0,Brazil,1992-02-05 00:00:00,25.0,Brazil,LW
126552,Lois Diony,Attack,Centre-Forward,right,183.0,France,1992-12-20 00:00:00,24.0,France,CF
442891,Martin Terrier,Attack,Left Winger,right,184.0,France,1997-03-04 00:00:00,20.0,France,LW
364133,Pietro Pellegri,Attack,Centre-Forward,right,189.0,Italy,2001-03-17 00:00:00,16.0,Italy,CF
412095,Ihsan Sacko,Attack,Centre-Forward,right,183.0,France,1997-07-19 00:00:00,20.0,France,AM
268555,Harrison Manzala,Attack,Right Winger,right,177.0,DR Congo,1994-03-06 00:00:00,24.0,DR Congo,RW
126699,Vincent Pajot,Midfield,Defensive Midfield,right,180.0,France,1990-08-19 00:00:00,27.0,France,DM
276255,Yacine Bammou,Attack,Centre-Forward,right,189.0,Morocco,1991-09-11 00:00:00,26.0,Morocco,CF
392810,Casimir Ninga,Attack,Centre-Forward,right,186.0,Chad,1993-05-17 00:00:00,25.0,Chad,LW
174344,Faycal Fajr,Midfield,Central Midfield,right,179.0,Morocco,1988-08-01 00:00:00,30.0,Morocco,CM
60578,Prince Oniangue,Midfield,Defensive Midfield,right,188.0,Congo,1988-11-04 00:00:00,29.0,Congo,DM
184491,Naim Sliti,Attack,Left Winger,right,173.0,Tunisia,1992-07-27 00:00:00,25.0,Tunisia,LW
419999,Guessouma Fofana,Midfield,Defensive Midfield,right,184.0,Mauritania,1992-12-17 00:00:00,25.0,Mauritania,CM
324690,Jonathan Ikone,Attack,Right Winger,left,175.0,France,1998-05-02 00:00:00,20.0,France,RW
277114,Jason Denayer,Defender,Centre-Back,right,184.0,Belgium,1995-06-28 00:00:00,23.0,Belgium,CB
68864,Kevin Strootman,Midfield,Central Midfield,left,186.0,Netherlands,1990-02-13 00:00:00,28.0,Netherlands,CM
463620,Willem Geubbels,Attack,Centre-Forward,right,186.0,France,2001-08-16 00:00:00,16.0,France,LW
178313,Jean-Eudes Aholou,Midfield,Defensive Midfield,left,186.0,Cote d'Ivoire,1994-03-20 00:00:00,24.0,Cote d'Ivoire,DM
241889,Antonio Barreca,Defender,Left-Back,left,180.0,Italy,1995-03-18 00:00:00,23.0,Italy,LB
181378,Gaetan Laborde,Attack,Centre-Forward,left,181.0,France,1994-05-03 00:00:00,24.0,France,CF
270188,Lucas Evangelista,Midfield,Central Midfield,left,181.0,Brazil,1995-02-06 00:00:00,23.0,Brazil,CM
164912,Loick Landre,Defender,Centre-Back,right,182.0,France,1992-05-05 00:00:00,26.0,Guadeloupe,CB
342229,Kylian Mbappe,Attack,Centre-Forward,right,180.0,France,1998-12-20 00:00:00,19.0,France,CF
228948,Thilo Kehrer,Defender,Centre-Back,both,186.0,Germany,1996-09-21 00:00:00,21.0,Germany,CB
72479,Clement Grenier,Midfield,Central Midfield,right,186.0,,1991-01-07 00:00:00,27.0,France,CM
353399,Romain Del Castillo,Attack,Right Winger,left,172.0,France,1996-03-29 00:00:00,22.0,France,RW
427161,Lebo Mothiba,Attack,Centre-Forward,right,182.0,South Africa,1996-01-28 00:00:00,22.0,South Africa,CF
127202,Matz Sels,Goalkeeper,Goalkeeper,right,188.0,Belgium,1992-02-26 00:00:00,26.0,Belgium,GK
265504,Firmin Mubele,Attack,Centre-Forward,right,175.0,DR Congo,1994-04-17 00:00:00,24.0,DR Congo,CF
190786,Baptiste Reynet,Goalkeeper,Goalkeeper,right,185.0,France,1990-10-28 00:00:00,27.0,France,GK
236041,Alexis Blin,Midfield,Defensive Midfield,right,186.0,France,1996-09-16 00:00:00,22.0,France,DM
290593,Sada Thioub,Attack,Right Winger,right,179.0,Senegal,1995-06-01 00:00:00,24.0,Senegal,RW
344575,Antonin Bobichon,Midfield,Central Midfield,right,178.0,France,1995-09-14 00:00:00,23.0,France,CM
76277,Laurent Koscielny,Defender,Centre-Back,right,186.0,France,1985-09-10 00:00:00,33.0,France,CB
342226,Irvin Cardona,Attack,Right Winger,right,185.0,Malta,1997-08-08 00:00:00,22.0,France,CF
258027,Renato Sanches,Midfield,Central Midfield,right,176.0,Portugal,1997-08-18 00:00:00,22.0,Portugal,CM
370846,Timothy Weah,Midfield,Right Midfield,right,183.0,United States,2000-02-22 00:00:00,19.0,United States,CF
84301,Benjamin Andre,Midfield,Defensive Midfield,right,180.0,France,1990-08-03 00:00:00,28.0,France,DM
326300,Jeff Reine-Adelaide,Midfield,Attacking Midfield,right,184.0,France,1998-01-17 00:00:00,21.0,France,AM
135617,Thiago Mendes,Midfield,Defensive Midfield,right,177.0,Brazil,1992-03-15 00:00:00,27.0,Brazil,DM
274484,Youssouf Kone,Defender,Left-Back,left,174.0,Mali,1995-07-05 00:00:00,23.0,Mali,LB
332889,Valentin Rongier,Midfield,Central Midfield,right,173.0,France,1994-12-07 00:00:00,24.0,France,CM
293944,Habib Maiga,Midfield,Defensive Midfield,right,181.0,Cote d'Ivoire,1996-01-01 00:00:00,23.0,Cote d'Ivoire,DM
257448,Gelson Martins,Attack,Right Winger,right,173.0,Portugal,1995-05-11 00:00:00,24.0,Portugal,RW
249730,Guillermo Maripan,Defender,Centre-Back,right,193.0,Chile,1994-05-06 00:00:00,25.0,Chile,CB
380415,Henry Onyekuru,Attack,Left Winger,right,175.0,Nigeria,1997-06-05 00:00:00,22.0,Nigeria,LW
127181,Benjamin Lecomte,Goalkeeper,Goalkeeper,left,186.0,France,1991-04-26 00:00:00,28.0,France,GK
536477,Arthur Zagre,Defender,Left-Back,left,168.0,Burkina Faso,2001-10-04 00:00:00,17.0,France,LB
203746,Ruben Aguilar,Defender,Right-Back,right,172.0,France,1993-04-26 00:00:00,26.0,France,RB
127156,Teji Savanier,Midfield,Attacking Midfield,right,172.0,France,1991-12-22 00:00:00,27.0,France,CM
122797,Andy Delort,Attack,Centre-Forward,right,181.0,Algeria,1991-10-09 00:00:00,27.0,Algeria,CF
118284,Jordan Ferri,Midfield,Central Midfield,right,173.0,France,1992-03-12 00:00:00,27.0,France,CM
129893,Molla Wague,Defender,Centre-Back,right,191.0,Mali,1991-02-21 00:00:00,28.0,Mali,CB
371141,Stanley Nsoki,Defender,Centre-Back,left,184.0,France,1999-04-09 00:00:00,20.0,France,CB
74230,Pablo Sarabia,Midfield,Attacking Midfield,left,174.0,Spain,1992-05-11 00:00:00,27.0,Spain,RW
202278,Flavien Tait,Midfield,Central Midfield,right,176.0,France,1993-02-02 00:00:00,26.0,France,CM
236045,Denis Bouanga,Attack,Left Winger,right,180.0,Gabon,1994-11-11 00:00:00,24.0,Gabon,LW
471582,Zaydou Youssouf,Midfield,Central Midfield,left,182.0,Comoros,1999-07-11 00:00:00,19.0,France,CM
268176,Sergi Palencia,Defender,Right-Back,right,172.0,Spain,1996-03-23 00:00:00,23.0,Spain,RB
125783,Sanjin Prcic,Midfield,Central Midfield,right,181.0,Bosnia-Herzegovina,1993-11-20 00:00:00,25.0,Bosnia-Herzegovina,CM
399543,Remi Oudin,Midfield,Attacking Midfield,left,186.0,France,1996-11-18 00:00:00,23.0,France,RW
413112,Aurelien Tchouameni,Midfield,Defensive Midfield,right,188.0,France,2000-01-27 00:00:00,20.0,France,DM
569598,Youssouf Fofana,Midfield,Defensive Midfield,right,185.0,France,1999-01-10 00:00:00,21.0,France,CM
207302,Sergio Rico,Goalkeeper,Goalkeeper,right,196.0,Spain,1993-09-01 00:00:00,27.0,Spain,GK
33947,Rafinha,Defender,Right-Back,right,172.0,Brazil,1985-09-07 00:00:00,27.0,Brazil,AM
361914,Nayef Aguerd,Defender,Centre-Back,left,190.0,Morocco,1996-03-30 00:00:00,24.0,Morocco,CB
418659,Amine Gouiri,Attack,Centre-Forward,right,180.0,Algeria,2000-02-16 00:00:00,20.0,France,CF
290017,Hassane Kamara,Defender,Left-Back,left,170.0,Cote d'Ivoire,1994-03-05 00:00:00,26.0,Cote d'Ivoire,LB
495667,Lucas Da Cunha,Midfield,Central Midfield,left,174.0,France,2001-06-09 00:00:00,19.0,France,LW
145115,Valon Berisha,Midfield,Central Midfield,right,176.0,Kosovo,1993-02-07 00:00:00,27.0,Kosovo,CM
444523,Lucas Paqueta,Midfield,Attacking Midfield,left,183.0,Brazil,1997-08-27 00:00:00,23.0,Brazil,AM
344888,Habib Diallo,Attack,Centre-Forward,right,186.0,Senegal,1995-06-18 00:00:00,25.0,Senegal,CF
386047,Axel Disasi,Defender,Centre-Back,right,191.0,France,1998-03-11 00:00:00,22.0,France,CB
420064,Caio Henrique,Defender,Left-Back,left,178.0,Brazil,1997-07-31 00:00:00,23.0,Brazil,LB
318507,Paul Bernardoni,Goalkeeper,Goalkeeper,left,193.0,France,1997-04-18 00:00:00,23.0,France,GK
296356,Souleyman Doumbia,Defender,Left-Back,left,178.0,Cote d'Ivoire,1996-09-24 00:00:00,23.0,Cote d'Ivoire,LB
274862,Moses Simon,Attack,Left Winger,right,168.0,Nigeria,1995-07-12 00:00:00,24.0,Nigeria,LW
229006,Franck Honorat,Attack,Right Winger,right,180.0,France,1996-08-11 00:00:00,23.0,France,RW
170544,Christophe Herelle,Defender,Centre-Back,right,191.0,Martinique,1992-08-22 00:00:00,27.0,Martinique,CB
255220,Romain Philippoteaux,Midfield,Right Midfield,,170.0,France,1988-03-02 00:00:00,32.0,France,LW
342209,Kevin N'Doram,Midfield,Defensive Midfield,right,184.0,France,1996-01-22 00:00:00,24.0,France,DM
68442,Vagner,Goalkeeper,Goalkeeper,right,186.0,Brazil,1986-06-06 00:00:00,24.0,Cape Verde,RW
444725,Patrick Burner,Defender,Right-Back,right,170.0,Martinique,1996-04-11 00:00:00,24.0,Martinique,RB
344599,Yassine Benrahou,Midfield,Attacking Midfield,left,172.0,Morocco,1999-01-24 00:00:00,21.0,Morocco,AM
579930,Armand Lauriente,Attack,Left Winger,right,177.0,France,1998-12-04 00:00:00,21.0,France,RW
182893,Seko Fofana,Midfield,Central Midfield,right,185.0,Cote d'Ivoire,1995-05-07 00:00:00,25.0,Cote d'Ivoire,CM
531949,Ignatius Ganago,Attack,Centre-Forward,right,176.0,Cameroon,1999-02-16 00:00:00,21.0,Cameroon,CF
578872,Jean Lucas,Midfield,Central Midfield,right,181.0,Brazil,1998-06-22 00:00:00,23.0,Brazil,CM
375137,Ismail Jakobs,Defender,Left-Back,left,184.0,Senegal,1999-08-17 00:00:00,21.0,Germany,LM
575998,Leonardo Balerdi,Defender,Centre-Back,right,188.0,Argentina,1999-01-26 00:00:00,22.0,Argentina,CB
191891,Arkadiusz Milik,Attack,Centre-Forward,left,186.0,Poland,1994-02-28 00:00:00,27.0,Poland,CF
730581,Loic Bade,Defender,Centre-Back,right,191.0,France,2000-04-11 00:00:00,21.0,France,CB
263236,Kevin Danso,Defender,Centre-Back,right,190.0,Austria,1998-09-19 00:00:00,22.0,Austria,CB
532775,Melvin Bard,Defender,Left-Back,left,173.0,France,2000-11-06 00:00:00,20.0,France,LB
656441,Jean Onana,Midfield,Defensive Midfield,right,189.0,Cameroon,2000-01-08 00:00:00,21.0,Cameroon,DM
378953,Gerzino Nyamsi,Defender,Centre-Back,right,195.0,Cameroon,1997-01-22 00:00:00,24.0,France,CB
485960,Lilian Brassier,Defender,Centre-Back,left,186.0,France,1999-11-02 00:00:00,21.0,France,CB
536507,Giulian Biancone,Defender,Centre-Back,right,187.0,France,2000-03-31 00:00:00,21.0,France,RB
277635,Rominigue Kouame,Midfield,Central Midfield,left,177.0,Mali,1996-12-17 00:00:00,24.0,Mali,CM
